"","ppm","state","USA_region","source","mgstr","bulk_purchase","fac_mgstr","pred"
"1",0.75,"Florida","South","Internet",10,"Not Bulk","10",0.711709717047872
"2",0.6,"North Carolina","South","Internet",10,"Not Bulk","10",0.711709717047246
"3",0.5,"Colorado","West","Personal",10,"Not Bulk","10",0.769748766368768
"4",1,"Tennessee","South","Internet",5,"Not Bulk","5",1.00063083047702
"5",0.3,"Hawaii","West","Internet",10,"Not Bulk","10",0.711709717047102
"6",0.6,"Virginia","South","Internet",10,"Not Bulk","10",0.711709717047132
"7",0.5,"Illinois","Midwest","Internet",10,"Not Bulk","10",0.711709717047182
"8",0.6,"Georgia","South","Personal",10,"Not Bulk","10",0.769748766368869
"9",0.5,"Florida","South","No Input",40,"Not Bulk","40",0.653578499828212
"10",0.5,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"11",0.9,"Georgia","South","Internet",10,"Not Bulk","10",0.711709717047208
"12",0.8,"Georgia","South","Internet",5,"Not Bulk","5",1.00063083047714
"13",0.5,"Ohio","Midwest","Heard it",10,"Bulk","10",0.744725817043376
"14",1,"New York","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"15",1,"New York","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"16",1,"New York","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"17",0.5,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"18",1,"Missouri","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"19",1,"Minnesota","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"20",0.65,"New York","Northeast","Internet",10,"Not Bulk","10",0.711709717047208
"21",0.7,"New York","Northeast","Internet",5,"Not Bulk","5",1.00063083047714
"22",1,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"23",1,"Texas","South","Personal",5,"Not Bulk","5",1.0586698797988
"24",2,"Texas","South","Personal",5,"Bulk","5",0.972097996725079
"25",0.7,"Indiana","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"26",0.3,"Nevada","West","No Input",10,"Not Bulk","10",0.795351133909905
"27",0.3,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"28",0.8,"Wisconsin","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"29",1,"Michigan","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"30",2,"Wisconsin","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"31",0.7,"Indiana","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"32",0.4,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"33",1.2,"Indiana","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"34",0.8,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"35",1,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"36",0.1,"Delaware","South","No Input",10,"Not Bulk","10",0.795351133909905
"37",0.6,"New York","Northeast","Personal",5,"Not Bulk","5",1.0586698797988
"38",1,"Georgia","South","Heard it",5,"Bulk","5",1.03364693047331
"39",1,"Minnesota","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"40",1,"Missouri","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"41",0.6,"Tennessee","South","Personal",10,"Not Bulk","10",0.769748766368869
"42",2,"Colorado","West","No Input",5,"Not Bulk","5",1.08427224733984
"43",1,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"44",2,"Virginia","South","Heard it",5,"Not Bulk","5",1.12021881354703
"45",1,"USA","Other/Unknown","No Input",10,"Not Bulk","10",0.795351133909905
"46",1,"Tennessee","South","No Input",5,"Not Bulk","5",1.08427224733984
"47",1,"Virginia","South","Personal",5,"Not Bulk","5",1.0586698797988
"48",2,"Washington","West","No Input",5,"Not Bulk","5",1.08427224733984
"49",0.2,"Ohio","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"50",2,"Massachusetts","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"51",0.6,"Washington","West","Heard it",5,"Not Bulk","5",1.12021881354703
"52",0.6,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"53",2,"Texas","South","Personal",5,"Not Bulk","5",1.0586698797988
"54",1,"Kentucky","South","Personal",5,"Not Bulk","5",1.0586698797988
"55",1,"New York","Northeast","Personal",5,"Not Bulk","5",1.0586698797988
"56",0.5,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"57",1.6,"Massachusetts","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"58",0.6,"Florida","South","Heard it",5,"Not Bulk","5",1.12021881354703
"59",0.8,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"60",0.5,"Arizona","West","No Input",10,"Not Bulk","10",0.795351133909905
"61",1,"California","West","Personal",5,"Bulk","5",0.972097996725079
"62",0.6,"Michigan","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"63",0.6,"Michigan","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"64",0.5,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"65",0.5,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"66",2,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"67",0.8,"Arizona","West","No Input",5,"Not Bulk","5",1.08427224733984
"68",1,"Louisiana","South","No Input",5,"Not Bulk","5",1.08427224733984
"69",1.2,"North Carolina","South","Personal",5,"Not Bulk","5",1.0586698797988
"70",1.6,"Alabama","South","Personal",5,"Not Bulk","5",1.0586698797988
"71",0.834,"USA","Other/Unknown","Internet",10,"Not Bulk","10",0.711709717047208
"72",1.101,"USA","Other/Unknown","Internet",10,"Not Bulk","10",0.711709717047208
"73",0.891,"USA","Other/Unknown","Internet",10,"Bulk","10",0.625137833973486
"74",0.5,"Georgia","South","No Input",10,"Not Bulk","10",0.795351133909905
"75",1,"New York","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"76",1,"Pennsylvania","Northeast","Heard it",5,"Not Bulk","5",1.12021881354703
"77",0.3,"Missouri","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"78",0.5,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"79",1,"North Carolina","South","Personal",10,"Bulk","10",0.683176883295147
"80",1.6,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"81",1,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"82",0.5,"California","West","Heard it",5,"Not Bulk","5",1.12021881354703
"83",0.5,"Oregon","West","Personal",10,"Not Bulk","10",0.769748766368869
"84",1,"Oregon","West","Personal",10,"Not Bulk","10",0.769748766368869
"85",0.3,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"86",1.644,"USA","Other/Unknown","Internet",10,"Not Bulk","10",0.711709717047208
"87",0.768,"USA","Other/Unknown","Internet",10,"Bulk","10",0.625137833973486
"88",0.699,"USA","Other/Unknown","Internet",10,"Not Bulk","10",0.711709717047208
"89",1.5,"Louisiana","South","No Input",10,"Not Bulk","10",0.795351133909905
"90",1,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"91",1,"Washington","West","No Input",10,"Not Bulk","10",0.795351133909905
"92",1,"Indiana","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"93",1,"Florida","South","No Input",5,"Not Bulk","5",1.08427224733984
"94",1.6,"Virginia","South","No Input",5,"Not Bulk","5",1.08427224733984
"95",1.2,"Illinois","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"96",1.092,"USA","Other/Unknown","Internet",10,"Bulk","10",0.625137833973486
"97",1.238,"USA","Other/Unknown","Internet",10,"Not Bulk","10",0.711709717047208
"98",0.751,"USA","Other/Unknown","Internet",10,"Bulk","10",0.625137833973486
"99",2,"Oregon","West","No Input",5,"Not Bulk","5",1.08427224733984
"100",0.5,"Wisconsin","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"101",1,"Ohio","Midwest","Personal",40,"Not Bulk","40",0.627976132287176
"102",1,"Massachusetts","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"103",0.5,"Oregon","West","Heard it",40,"Bulk","40",0.602953182961683
"104",2,"Texas","South","Heard it",5,"Not Bulk","5",1.12021881354703
"105",1,"Nevada","West","Heard it",5,"Bulk","5",1.03364693047331
"106",0.5,"Nevada","West","Heard it",10,"Not Bulk","10",0.831297700117098
"107",1,"Nevada","West","Heard it",10,"Bulk","10",0.744725817043376
"108",1,"Nevada","West","Heard it",10,"Bulk","10",0.744725817043376
"109",1,"Indiana","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"110",2,"Virginia","South","No Input",5,"Not Bulk","5",1.08427224733984
"111",0.818,"USA","Other/Unknown","Internet",10,"Bulk","10",0.625137833973486
"112",0.817,"USA","Other/Unknown","Internet",10,"Bulk","10",0.625137833973486
"113",1.254,"USA","Other/Unknown","Internet",10,"Bulk","10",0.625137833973486
"114",0.2,"Arizona","West","Personal",10,"Not Bulk","10",0.769748766368869
"115",0.2,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"116",1,"Oregon","West","No Input",10,"Bulk","10",0.708779250836183
"117",0.1,"Wisconsin","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"118",0.4,"USA","Other/Unknown","Heard it",10,"Not Bulk","10",0.831297700117098
"119",0.5,"Pennsylvania","Northeast","No Input",10,"Bulk","10",0.708779250836182
"120",1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"121",0.5,"Oklahoma","South","No Input",10,"Not Bulk","10",0.795351133909905
"122",0.5,"Alabama","South","No Input",10,"Not Bulk","10",0.795351133909905
"123",1,"Colorado","West","No Input",10,"Not Bulk","10",0.795351133909905
"124",1.2,"Alaska","West","Heard it",10,"Not Bulk","10",0.831297700117098
"125",0.6,"Delaware","South","No Input",5,"Bulk","5",0.997700364266115
"126",0.5,"Georgia","South","Personal",40,"Not Bulk","40",0.627976132287176
"127",1,"Maine","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"128",0.1,"Kentucky","South","No Input",10,"Not Bulk","10",0.795351133909905
"129",2,"Colorado","West","Heard it",5,"Not Bulk","5",1.12021881354703
"130",1,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"131",1,"Virginia","South","Heard it",5,"Not Bulk","5",1.12021881354703
"132",0.7,"Nevada","West","No Input",10,"Not Bulk","10",0.795351133909905
"133",0.6,"Ohio","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"134",0.6,"Tennessee","South","No Input",10,"Not Bulk","10",0.795351133909905
"135",0.6,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"136",1,"South Dakota","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"137",0.3,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"138",0.5,"Pennsylvania","Northeast","Internet",10,"Not Bulk","10",0.711709717047208
"139",2,"Massachusetts","Northeast","Personal",5,"Not Bulk","5",1.0586698797988
"140",0.6,"Nevada","West","No Input",5,"Bulk","5",0.997700364266115
"141",0.3,"Alaska","West","No Input",10,"Bulk","10",0.708779250836183
"142",0.4,"Florida","South","No Input",5,"Bulk","5",0.997700364266115
"143",1,"New York","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"144",1,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"145",0.1,"Wisconsin","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"146",2,"New Jersey","Northeast","Heard it",5,"Bulk","5",1.03364693047331
"147",1,"Washington","West","Personal",5,"Not Bulk","5",1.0586698797988
"148",1,"South Carolina","South","Personal",10,"Bulk","10",0.683176883295147
"149",1,"Texas","South","Personal",10,"Not Bulk","10",0.769748766368869
"150",1.2,"Illinois","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"151",0.8,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"152",1,"Maine","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"153",0.5,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"154",1,"West Virginia","South","Personal",10,"Not Bulk","10",0.769748766368869
"155",1,"Michigan","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"156",0.5,"Arizona","West","Personal",10,"Not Bulk","10",0.769748766368869
"157",0.8,"Georgia","South","No Input",10,"Not Bulk","10",0.795351133909905
"158",1,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"159",1.4,"Washington","West","Heard it",5,"Not Bulk","5",1.12021881354703
"160",0.8,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"161",0.4,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"162",0.15,"California","West","No Input",10,"Bulk","10",0.708779250836182
"163",0.8,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"164",1,"Arkansas","South","No Input",10,"Not Bulk","10",0.795351133909905
"165",1.5,"Arkansas","South","No Input",10,"Not Bulk","10",0.795351133909905
"166",1,"Idaho","West","No Input",5,"Bulk","5",0.997700364266115
"167",1,"Kansas","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"168",0.6,"Illinois","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"169",0.2,"California","West","Personal",5,"Bulk","5",0.972097996725079
"170",1,"Arkansas","South","No Input",10,"Bulk","10",0.708779250836183
"171",2,"California","West","No Input",5,"Bulk","5",0.997700364266115
"172",0.7,"Kentucky","South","Personal",10,"Not Bulk","10",0.769748766368869
"173",0.6,"Indiana","Midwest","No Input",10,"Bulk","10",0.708779250836183
"174",0.5,"Nevada","West","No Input",10,"Not Bulk","10",0.795351133909905
"175",1,"North Carolina","South","Personal",10,"Not Bulk","10",0.769748766368869
"176",0.6,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"177",1,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"178",2,"West Virginia","South","Heard it",5,"Not Bulk","5",1.12021881354703
"179",0.5,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"180",1,"California","West","Personal",10,"Bulk","10",0.683176883295147
"181",1.6,"Pennsylvania","Northeast","Personal",5,"Not Bulk","5",1.0586698797988
"182",0.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"183",1,"Florida","South","No Input",5,"Not Bulk","5",1.08427224733984
"184",2,"Oregon","West","Personal",5,"Not Bulk","5",1.0586698797988
"185",2,"Ohio","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"186",0.25,"Washington","West","No Input",40,"Not Bulk","40",0.653578499828212
"187",1,"Alabama","South","No Input",10,"Not Bulk","10",0.795351133909905
"188",2,"Alabama","South","No Input",5,"Bulk","5",0.997700364266115
"189",0.5,"Florida","South","No Input",40,"Not Bulk","40",0.653578499828212
"190",0.3,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"191",0.25,"Minnesota","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"192",0.5,"Alabama","South","No Input",10,"Not Bulk","10",0.795351133909905
"193",0.5,"Indiana","Midwest","Internet",10,"Not Bulk","10",0.711709717047208
"194",1,"Georgia","South","Heard it",10,"Bulk","10",0.744725817043376
"195",0.5,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"196",0.5,"Arizona","West","Personal",10,"Not Bulk","10",0.769748766368869
"197",1,"Georgia","South","Heard it",10,"Bulk","10",0.744725817043376
"198",1,"California","West","Personal",10,"Bulk","10",0.683176883295147
"199",2,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"200",2,"California","West","Personal",5,"Bulk","5",0.972097996725079
"201",1,"New York","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"202",1.6,"New York","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"203",2,"New York","Northeast","Internet",5,"Not Bulk","5",1.00063083047714
"204",0.8,"North Carolina","South","Personal",10,"Not Bulk","10",0.769748766368869
"205",1,"North Carolina","South","Personal",10,"Not Bulk","10",0.769748766368869
"206",0.1,"Nevada","West","Personal",10,"Not Bulk","10",0.769748766368869
"207",1,"Indiana","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"208",0.8,"Michigan","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"209",0.2,"California","West","Heard it",10,"Bulk","10",0.744725817043376
"210",1,"Louisiana","South","Personal",10,"Not Bulk","10",0.769748766368869
"211",0.5,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"212",1,"Oregon","West","Personal",5,"Not Bulk","5",1.0586698797988
"213",1,"Connecticut","Northeast","Heard it",10,"Bulk","10",0.744725817043376
"214",1,"Arizona","West","Heard it",10,"Not Bulk","10",0.831297700117098
"215",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"216",2,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"217",0.8,"Alabama","South","Heard it",10,"Bulk","10",0.744725817043376
"218",1.6,"Wisconsin","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"219",0.5,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"220",0.9,"Nevada","West","Internet",10,"Not Bulk","10",0.711709717047208
"221",1,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"222",1,"Nevada","West","Heard it",5,"Not Bulk","5",1.12021881354703
"223",1.5,"Massachusetts","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"224",0.35,"California","West","Heard it",5,"Not Bulk","5",1.12021881354703
"225",0.7,"Nevada","West","No Input",10,"Not Bulk","10",0.795351133909905
"226",0.7,"Nevada","West","No Input",10,"Not Bulk","10",0.795351133909905
"227",0.8,"Florida","South","No Input",5,"Not Bulk","5",1.08427224733984
"228",0.6,"Michigan","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"229",1,"Tennessee","South","No Input",5,"Not Bulk","5",1.08427224733984
"230",0.9,"Florida","South","Personal",10,"Bulk","10",0.683176883295147
"231",2,"New York","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"232",0.9,"Alabama","South","Personal",10,"Not Bulk","10",0.769748766368869
"233",0.5,"Wisconsin","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"234",1.6,"Alabama","South","Personal",5,"Not Bulk","5",1.0586698797988
"235",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"236",0.4,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"237",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"238",1.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"239",0.7,"Colorado","West","Heard it",10,"Not Bulk","10",0.831297700117098
"240",0.15,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"241",0.3,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"242",0.7,"Alabama","South","Personal",10,"Not Bulk","10",0.769748766368869
"243",1,"Arkansas","South","Personal",10,"Not Bulk","10",0.769748766368869
"244",0.6,"Ohio","Midwest","Internet",10,"Not Bulk","10",0.711709717047208
"245",1,"Virginia","South","No Input",10,"Not Bulk","10",0.795351133909905
"246",1,"Pennsylvania","Northeast","Internet",10,"Bulk","10",0.625137833973486
"247",1,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"248",1,"Alaska","West","No Input",10,"Not Bulk","10",0.795351133909905
"249",0.875,"Tennessee","South","Heard it",40,"Not Bulk","40",0.689525066035405
"250",0.6,"Indiana","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"251",0.004,"Vermont","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"252",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"253",0.4,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"254",0.2,"Hawaii","West","No Input",10,"Not Bulk","10",0.795351133909905
"255",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"256",0.6,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"257",0.4,"Massachusetts","Northeast","Heard it",5,"Not Bulk","5",1.12021881354703
"258",1,"South Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"259",1,"Washington","West","Heard it",5,"Bulk","5",1.03364693047331
"260",0.5,"Michigan","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"261",1,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"262",1,"Minnesota","Midwest","Heard it",5,"Not Bulk","5",1.12021881354703
"263",0.7,"Ohio","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"264",0.5,"Michigan","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"265",1,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"266",1.5,"South Carolina","South","Heard it",10,"Not Bulk","10",0.831297700117098
"267",1,"Washington","West","No Input",10,"Not Bulk","10",0.795351133909905
"268",1,"Indiana","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"269",1,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"270",0.7,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"271",1,"Washington","West","Heard it",10,"Not Bulk","10",0.831297700117098
"272",0.8,"Alabama","South","Heard it",10,"Not Bulk","10",0.831297700117098
"273",1.2,"Washington","West","No Input",10,"Not Bulk","10",0.795351133909905
"274",0.6,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"275",1,"Illinois","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"276",1,"Arizona","West","Heard it",10,"Not Bulk","10",0.831297700117098
"277",2,"Ohio","Midwest","Personal",10,"Bulk","10",0.683176883295147
"278",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"279",0.2,"Pennsylvania","Northeast","No Input",10,"Bulk","10",0.708779250836182
"280",1.2,"Ohio","Midwest","Internet",10,"Bulk","10",0.625137833973486
"281",0.8,"Alabama","South","No Input",10,"Not Bulk","10",0.795351133909905
"282",0.5,"Michigan","Midwest","Personal",10,"Bulk","10",0.683176883295147
"283",1.8,"Ohio","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"284",0.5,"Arizona","West","No Input",10,"Bulk","10",0.708779250836182
"285",1.5,"New York","Northeast","Personal",40,"Not Bulk","40",0.627976132287176
"286",0.5,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"287",0.6,"Nevada","West","Personal",10,"Bulk","10",0.683176883295147
"288",1,"Ohio","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"289",1,"Washington","West","Heard it",10,"Not Bulk","10",0.831297700117098
"290",1,"Louisiana","South","Heard it",10,"Not Bulk","10",0.831297700117098
"291",1,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"292",1.2,"North Carolina","South","Personal",10,"Not Bulk","10",0.769748766368869
"293",1.4,"Alabama","South","No Input",5,"Not Bulk","5",1.08427224733984
"294",1,"New York","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"295",1,"Virginia","South","Heard it",10,"Not Bulk","10",0.831297700117098
"296",0.4,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"297",0.5,"Kentucky","South","Heard it",10,"Not Bulk","10",0.831297700117098
"298",2,"New Hampshire","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"299",0.7,"Maryland","South","Heard it",10,"Not Bulk","10",0.831297700117098
"300",0.1,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"301",1,"Arizona","West","No Input",5,"Not Bulk","5",1.08427224733984
"302",0.5,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"303",0.8,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"304",0.5,"South Carolina","South","Heard it",10,"Not Bulk","10",0.831297700117098
"305",1,"Tennessee","South","Heard it",40,"Not Bulk","40",0.689525066035405
"306",1.5,"Tennessee","South","Heard it",40,"Not Bulk","40",0.689525066035405
"307",1.75,"Tennessee","South","Personal",40,"Not Bulk","40",0.627976132287176
"308",1.625,"Tennessee","South","No Input",40,"Not Bulk","40",0.653578499828212
"309",1.625,"Tennessee","South","Heard it",40,"Not Bulk","40",0.689525066035405
"310",2,"Tennessee","South","Heard it",40,"Not Bulk","40",0.689525066035406
"311",1.75,"Tennessee","South","No Input",40,"Not Bulk","40",0.653578499828212
"312",0.5,"Texas","South","Heard it",10,"Not Bulk","10",0.831297700117098
"313",0.125,"Wisconsin","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"314",1.2,"Alabama","South","Personal",5,"Not Bulk","5",1.0586698797988
"315",1,"Maryland","South","Personal",10,"Not Bulk","10",0.769748766368869
"316",1,"Connecticut","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"317",1,"Oklahoma","South","No Input",10,"Not Bulk","10",0.795351133909905
"318",2,"Texas","South","Personal",5,"Not Bulk","5",1.0586698797988
"319",1,"Washington","West","Heard it",10,"Not Bulk","10",0.831297700117098
"320",0.25,"Oregon","West","No Input",40,"Not Bulk","40",0.653578499828212
"321",0.5,"Ohio","Midwest","No Input",40,"Bulk","40",0.567006616754489
"322",0.5,"Ohio","Midwest","Internet",40,"Bulk","40",0.483365199891793
"323",2,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"324",0.8,"California","West","Personal",10,"Bulk","10",0.683176883295147
"325",1,"Oregon","West","No Input",5,"Bulk","5",0.997700364266115
"326",1,"Louisiana","South","No Input",40,"Not Bulk","40",0.653578499828212
"327",0.25,"New York","Northeast","Personal",40,"Not Bulk","40",0.627976132287176
"328",1,"Mississippi","South","Personal",10,"Not Bulk","10",0.769748766368869
"329",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"330",0.3,"Utah","West","Personal",10,"Not Bulk","10",0.769748766368869
"331",0.5,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"332",0.4,"North Carolina","South","Heard it",10,"Bulk","10",0.744725817043376
"333",1,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"334",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"335",0.25,"Texas","South","No Input",40,"Not Bulk","40",0.653578499828212
"336",2,"Indiana","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"337",0.125,"New York","Northeast","No Input",40,"Not Bulk","40",0.653578499828212
"338",1,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"339",1,"Nevada","West","No Input",5,"Not Bulk","5",1.08427224733984
"340",2,"Washington","West","Personal",5,"Not Bulk","5",1.0586698797988
"341",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"342",1,"Illinois","Midwest","Personal",40,"Not Bulk","40",0.627976132287176
"343",1,"Arkansas","South","Personal",10,"Bulk","10",0.683176883295147
"344",0.5,"Texas","South","Personal",10,"Not Bulk","10",0.769748766368869
"345",0.375,"Kansas","Midwest","No Input",40,"Bulk","40",0.567006616754489
"346",1,"Indiana","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"347",1,"Ohio","Midwest","Personal",10,"Bulk","10",0.683176883295147
"348",1,"Oregon","West","No Input",40,"Not Bulk","40",0.653578499828212
"349",1,"Kentucky","South","No Input",10,"Not Bulk","10",0.795351133909905
"350",1,"Virginia","South","Heard it",10,"Not Bulk","10",0.831297700117098
"351",0.3,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"352",0.4,"Texas","South","Heard it",10,"Bulk","10",0.744725817043376
"353",1,"Utah","West","Personal",10,"Not Bulk","10",0.769748766368869
"354",0.5,"Utah","West","No Input",10,"Not Bulk","10",0.795351133909905
"355",2,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"356",0.5,"Florida","South","No Input",10,"Bulk","10",0.708779250836182
"357",0.1,"Ohio","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"358",1,"Idaho","West","Personal",10,"Not Bulk","10",0.769748766368869
