"","ppm","state","USA_region","source","mgstr","bulk_purchase","fac_mgstr","pred"
"1073",0.5,"Missouri","Midwest","Internet",10,"Not Bulk","10",0.711709717047208
"1074",1,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1075",0.2,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1076",1,"Colorado","West","Personal",10,"Not Bulk","10",0.769748766368869
"1077",0.5,"Arizona","West","No Input",10,"Not Bulk","10",0.795351133909905
"1078",0.7,"Oregon","West","Personal",10,"Bulk","10",0.683176883295147
"1079",0.625,"Oregon","West","Personal",40,"Bulk","40",0.541404249213454
"1080",1,"Virginia","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1081",2,"New York","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"1082",0.5,"California","West","Internet",10,"Not Bulk","10",0.711709717047208
"1083",1,"California","West","Internet",10,"Not Bulk","10",0.711709717047208
"1084",0.8,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"1085",0.4,"Utah","West","Heard it",10,"Bulk","10",0.744725817043376
"1086",0.75,"Utah","West","Heard it",10,"Not Bulk","10",0.831297700117098
"1087",1.5,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"1088",1,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"1089",1,"Virginia","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1090",0.5,"California","West","Personal",10,"Bulk","10",0.683176883295147
"1091",1,"Virginia","South","No Input",10,"Not Bulk","10",0.795351133909905
"1092",1.5,"Alabama","South","No Input",10,"Not Bulk","10",0.795351133909905
"1093",0.4,"Wisconsin","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1094",0.25,"Michigan","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"1095",0.2,"California","West","No Input",10,"Bulk","10",0.708779250836182
"1096",0.6,"Ohio","Midwest","Heard it",10,"Bulk","10",0.744725817043376
"1097",0.5,"North Carolina","South","No Input",40,"Not Bulk","40",0.653578499828212
"1098",0.75,"Texas","South","No Input",40,"Not Bulk","40",0.653578499828212
"1099",0.6,"Washington","West","No Input",10,"Bulk","10",0.708779250836183
"1100",1,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"1101",0.5,"Minnesota","Midwest","Heard it",40,"Not Bulk","40",0.689525066035405
"1102",0.6,"Utah","West","Personal",10,"Not Bulk","10",0.769748766368869
"1103",1,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"1104",1.5,"California","West","Heard it",10,"Bulk","10",0.744725817043376
"1105",1,"Texas","South","Personal",10,"Not Bulk","10",0.769748766368869
"1106",0.2,"Alaska","West","Personal",10,"Not Bulk","10",0.769748766368869
"1107",1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1108",1.5,"Michigan","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"1109",0.2,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"1110",0.5,"Arizona","West","Personal",10,"Not Bulk","10",0.769748766368869
"1111",1,"California","West","Internet",10,"Not Bulk","10",0.711709717047208
"1112",0.5,"Kentucky","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1113",0.8,"Kansas","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1114",1,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1115",0.5,"Virginia","South","Personal",10,"Not Bulk","10",0.769748766368869
"1116",0.8,"North Carolina","South","Heard it",5,"Not Bulk","5",1.12021881354703
"1117",1,"Florida","South","Personal",10,"Bulk","10",0.683176883295147
"1118",0.1,"New York","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"1119",0.5,"Arizona","West","No Input",10,"Not Bulk","10",0.795351133909905
"1120",0.8,"Indiana","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"1121",1,"Ohio","Midwest","Personal",5,"Bulk","5",0.972097996725079
"1122",1,"Tennessee","South","No Input",5,"Not Bulk","5",1.08427224733984
"1123",1,"Massachusetts","Northeast","Internet",10,"Not Bulk","10",0.711709717047208
"1124",0.1,"Oklahoma","South","Personal",10,"Not Bulk","10",0.769748766368869
"1125",0.3,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1126",1,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1127",0.5,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1128",1,"Tennessee","South","Heard it",10,"Bulk","10",0.744725817043376
"1129",0.4,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"1130",0.5,"Ohio","Midwest","Heard it",10,"Bulk","10",0.744725817043376
"1131",1,"Arkansas","South","No Input",10,"Bulk","10",0.708779250836183
"1132",1,"Delaware","South","Personal",40,"Not Bulk","40",0.627976132287176
"1133",1,"Delaware","South","Personal",40,"Bulk","40",0.541404249213454
"1134",1,"Utah","West","Heard it",10,"Not Bulk","10",0.831297700117098
"1135",0.7,"Texas","South","Personal",10,"Not Bulk","10",0.769748766368869
"1136",2,"North Carolina","South","Personal",5,"Not Bulk","5",1.0586698797988
"1137",1,"Michigan","Midwest","No Input",5,"Bulk","5",0.997700364266115
"1138",1,"New York","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"1139",1,"Oklahoma","South","Heard it",10,"Bulk","10",0.744725817043376
"1140",1,"New Mexico","West","No Input",10,"Bulk","10",0.708779250836183
"1141",0.6,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"1142",0.5,"Louisiana","South","No Input",10,"Not Bulk","10",0.795351133909905
"1143",0.5,"California","West","Internet",10,"Not Bulk","10",0.711709717047208
"1144",1,"Delaware","South","Personal",10,"Bulk","10",0.683176883295147
"1145",0.0625,"Nevada","West","No Input",40,"Not Bulk","40",0.653578499828212
"1146",1,"Pennsylvania","Northeast","Internet",10,"Bulk","10",0.625137833973486
"1147",0.3,"Iowa","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1148",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"1149",0.25,"Arizona","West","Personal",10,"Bulk","10",0.683176883295147
"1150",0.5,"New York","Northeast","Heard it",10,"Bulk","10",0.744725817043376
"1151",1,"New York","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"1152",1,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1153",1,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"1154",0.5,"Virginia","South","Personal",10,"Not Bulk","10",0.769748766368869
"1155",1,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"1156",0.5,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"1157",1,"Georgia","South","Personal",10,"Not Bulk","10",0.769748766368869
"1158",0.1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1159",1,"Georgia","South","Personal",10,"Not Bulk","10",0.769748766368869
"1160",0.15,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"1161",0.6,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"1162",1.5,"West Virginia","South","Personal",10,"Bulk","10",0.683176883295147
"1163",1,"Washington","West","Heard it",10,"Not Bulk","10",0.831297700117098
"1164",0.4,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1165",0.6,"Indiana","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1166",0.6,"Indiana","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1167",1,"Alabama","South","No Input",10,"Not Bulk","10",0.795351133909905
"1168",0.6,"Pennsylvania","Northeast","Personal",5,"Not Bulk","5",1.0586698797988
"1169",1,"West Virginia","South","No Input",10,"Not Bulk","10",0.795351133909905
"1170",1,"Tennessee","South","No Input",10,"Not Bulk","10",0.795351133909905
"1171",1,"Tennessee","South","Personal",10,"Not Bulk","10",0.769748766368869
"1172",0.012,"Texas","South","No Input",10,"Bulk","10",0.708779250836182
"1173",1,"New Mexico","West","No Input",10,"Not Bulk","10",0.795351133909905
"1174",1,"Georgia","South","No Input",10,"Not Bulk","10",0.795351133909905
"1175",0.5,"Oklahoma","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1176",0.025,"Pennsylvania","Northeast","Heard it",40,"Not Bulk","40",0.689525066035405
"1177",0.5,"Ohio","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1178",1.5,"New Jersey","Northeast","Heard it",10,"Bulk","10",0.744725817043376
"1179",1,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1180",1,"New York","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"1181",0.3,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1182",1,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"1183",1.5,"Nevada","West","Internet",10,"Bulk","10",0.625137833973486
"1184",0.5,"California","West","Personal",10,"Bulk","10",0.683176883295147
"1185",0.4,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1186",0.4,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1187",0.4,"California","West","No Input",5,"Bulk","5",0.997700364266115
"1188",0.5,"Nevada","West","Personal",10,"Bulk","10",0.683176883295147
"1189",1,"West Virginia","South","Internet",5,"Not Bulk","5",1.00063083047714
"1190",1,"Hawaii","West","Personal",10,"Not Bulk","10",0.769748766368869
"1191",0.6,"Oregon","West","No Input",5,"Not Bulk","5",1.08427224733984
"1192",0.7,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"1193",0.5,"Arkansas","South","No Input",10,"Not Bulk","10",0.795351133909905
"1194",2,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"1195",0.4,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1196",0.5,"Michigan","Midwest","No Input",10,"Bulk","10",0.708779250836182
"1197",0.5,"Michigan","Midwest","No Input",10,"Bulk","10",0.708779250836182
"1198",1,"Arizona","West","Personal",40,"Not Bulk","40",0.627976132287176
"1199",1,"Alabama","South","Personal",10,"Not Bulk","10",0.769748766368869
"1200",0.8,"Washington","West","No Input",10,"Not Bulk","10",0.795351133909905
"1201",0.5,"Ohio","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"1202",0.1,"Mississippi","South","No Input",10,"Not Bulk","10",0.795351133909905
"1203",0.5,"Indiana","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1204",0.6,"California","West","Heard it",5,"Not Bulk","5",1.12021881354703
"1205",1,"Michigan","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1206",0.3,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"1207",0.1,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"1208",1,"Nevada","West","Personal",10,"Bulk","10",0.683176883295147
"1209",1,"California","West","Heard it",5,"Not Bulk","5",1.12021881354703
"1210",1,"Michigan","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1211",0.7,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"1212",1.2,"Indiana","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1213",0.5,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1214",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1215",1,"Texas","South","Internet",10,"Not Bulk","10",0.711709717047208
"1216",1,"Virginia","South","No Input",10,"Not Bulk","10",0.795351133909905
"1217",1,"Georgia","South","Personal",10,"Bulk","10",0.683176883295147
"1218",0.6,"Minnesota","Midwest","Personal",5,"Bulk","5",0.972097996725079
"1219",0.7,"Alabama","South","Personal",10,"Not Bulk","10",0.769748766368869
"1220",0.6,"Texas","South","Heard it",10,"Bulk","10",0.744725817043376
"1221",1,"Indiana","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1222",1,"Texas","South","No Input",10,"Bulk","10",0.708779250836183
"1223",2,"Wyoming","West","Heard it",10,"Not Bulk","10",0.831297700117098
"1224",0.5,"Ohio","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1225",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"1226",0.5,"Georgia","South","No Input",10,"Bulk","10",0.708779250836182
"1227",0.3,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1228",1,"Kentucky","South","Heard it",40,"Not Bulk","40",0.689525066035405
"1229",1.4,"California","West","Internet",5,"Not Bulk","5",1.00063083047714
"1230",0.3,"California","West","Personal",10,"Bulk","10",0.683176883295147
"1231",1.5,"Idaho","West","Personal",10,"Bulk","10",0.683176883295147
"1232",0.1,"Missouri","Midwest","Internet",5,"Not Bulk","5",1.00063083047714
"1233",0.8,"Pennsylvania","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"1234",0.8,"Massachusetts","Northeast","Heard it",5,"Not Bulk","5",1.12021881354703
"1235",0.5,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"1236",1.2,"New York","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"1237",0.3,"California","West","Personal",10,"Bulk","10",0.683176883295147
"1238",1,"Illinois","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1239",0.5,"Alabama","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1240",0.75,"Maine","Northeast","No Input",40,"Not Bulk","40",0.653578499828212
"1241",0.7,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"1242",0.5,"Illinois","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"1243",1.5,"Texas","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1244",0.5,"Maryland","South","Personal",40,"Not Bulk","40",0.627976132287176
"1245",0.1,"Illinois","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"1246",1,"Washington","West","Heard it",5,"Not Bulk","5",1.12021881354703
"1247",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"1248",1,"Ohio","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1249",1,"Michigan","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"1250",1,"Colorado","West","Personal",5,"Not Bulk","5",1.0586698797988
"1251",1,"Oregon","West","No Input",5,"Not Bulk","5",1.08427224733984
"1252",1.5,"Oklahoma","South","Personal",10,"Not Bulk","10",0.769748766368869
"1253",2,"Oklahoma","South","No Input",5,"Not Bulk","5",1.08427224733984
"1254",0.5,"Ohio","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"1255",1,"Delaware","South","Personal",10,"Not Bulk","10",0.769748766368869
"1256",1,"Illinois","Midwest","Personal",40,"Not Bulk","40",0.627976132287176
"1257",0.3,"Ohio","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1258",1.5,"North Carolina","South","Personal",10,"Not Bulk","10",0.769748766368869
"1259",0.4,"Minnesota","Midwest","Heard it",5,"Bulk","5",1.03364693047331
"1260",1.6,"Florida","South","Personal",5,"Not Bulk","5",1.0586698797988
"1261",0.2,"New York","Northeast","Personal",5,"Bulk","5",0.972097996725079
"1262",0.75,"California","West","No Input",40,"Not Bulk","40",0.653578499828212
"1263",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"1264",0.7,"Arkansas","South","No Input",10,"Not Bulk","10",0.795351133909905
"1265",0.3,"Wisconsin","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1266",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1267",1,"Missouri","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"1268",1,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"1269",0.5,"Missouri","Midwest","Personal",40,"Not Bulk","40",0.627976132287176
"1270",0.5,"Missouri","Midwest","Personal",40,"Not Bulk","40",0.627976132287176
"1271",2,"Michigan","Midwest","Personal",5,"Bulk","5",0.972097996725079
"1272",0.3,"California","West","Internet",10,"Not Bulk","10",0.711709717047208
"1273",1.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1274",1.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1275",0.005,"Missouri","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1276",2,"Maryland","South","Personal",5,"Not Bulk","5",1.0586698797988
"1277",1,"Georgia","South","No Input",10,"Not Bulk","10",0.795351133909905
"1278",0.5,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1279",1,"Tennessee","South","Personal",10,"Not Bulk","10",0.769748766368869
"1280",0.5,"Arizona","West","Personal",10,"Not Bulk","10",0.769748766368869
"1281",1,"Arkansas","South","No Input",10,"Not Bulk","10",0.795351133909905
"1282",0.4,"Michigan","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1283",1,"Oregon","West","Personal",10,"Not Bulk","10",0.769748766368869
"1284",1,"Georgia","South","Personal",10,"Not Bulk","10",0.769748766368869
"1285",1,"Ohio","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1286",0.5,"New York","Northeast","Personal",40,"Not Bulk","40",0.627976132287176
"1287",0.2,"Arizona","West","Personal",5,"Not Bulk","5",1.0586698797988
"1288",0.05,"Texas","South","Heard it",40,"Bulk","40",0.602953182961683
"1289",0.5,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"1290",0.7,"Washington","West","No Input",10,"Bulk","10",0.708779250836183
"1291",1,"South Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"1292",0.5,"Alabama","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1293",1,"Colorado","West","No Input",10,"Not Bulk","10",0.795351133909905
"1294",1,"Maryland","South","Internet",10,"Not Bulk","10",0.711709717047208
"1295",1,"New York","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"1296",0.25,"Michigan","Midwest","Personal",40,"Not Bulk","40",0.627976132287176
"1297",1,"Arizona","West","Personal",5,"Bulk","5",0.972097996725079
"1298",0.2,"Arizona","West","Personal",5,"Bulk","5",0.972097996725079
"1299",0.5,"New York","Northeast","Personal",40,"Not Bulk","40",0.627976132287176
"1300",0.5,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1301",0.5,"Michigan","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1302",0.6,"Michigan","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1303",0.2,"Michigan","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1304",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1305",1,"Arkansas","South","Personal",5,"Not Bulk","5",1.0586698797988
"1306",1,"California","West","Personal",10,"Bulk","10",0.683176883295147
"1307",1.5,"Michigan","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1308",1.5,"Michigan","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1309",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1310",0.5,"Missouri","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1311",0.133,"California","West","Internet",10,"Not Bulk","10",0.711709717047208
"1312",1,"South Dakota","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1313",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1314",2,"New York","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"1315",0.25,"New Jersey","Northeast","Personal",40,"Bulk","40",0.541404249213454
"1316",0.5,"Alabama","South","No Input",10,"Not Bulk","10",0.795351133909905
"1317",0.5,"Mississippi","South","No Input",10,"Not Bulk","10",0.795351133909905
"1318",1.5,"Indiana","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"1319",0.3,"Tennessee","South","No Input",10,"Not Bulk","10",0.795351133909905
"1320",0.8,"Illinois","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1321",0.8,"California","West","Personal",10,"Bulk","10",0.683176883295147
"1322",0.6,"Minnesota","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1323",0.7,"Tennessee","South","Personal",10,"Not Bulk","10",0.769748766368869
"1324",1,"Delaware","South","Personal",10,"Not Bulk","10",0.769748766368869
"1325",1,"Kansas","Midwest","Heard it",10,"Bulk","10",0.744725817043376
"1326",0.25,"Indiana","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"1327",1,"Alaska","West","No Input",10,"Not Bulk","10",0.795351133909905
"1328",1.5,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1329",0.5,"California","West","No Input",10,"Bulk","10",0.708779250836182
"1330",0.9,"Indiana","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1331",0.125,"Washington","West","Personal",40,"Bulk","40",0.541404249213454
"1332",2,"Texas","South","No Input",5,"Not Bulk","5",1.08427224733984
"1333",0.5,"South Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"1334",0.8,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1335",0.5,"Michigan","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1336",2,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"1337",1,"Ohio","Midwest","Heard it",5,"Not Bulk","5",1.12021881354703
"1338",1.2,"Indiana","Midwest","Internet",5,"Not Bulk","5",1.00063083047714
"1339",0.8,"New York","Northeast","Personal",5,"Not Bulk","5",1.0586698797988
"1340",1,"Washington","West","Personal",5,"Not Bulk","5",1.0586698797988
"1341",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"1342",0.7,"Tennessee","South","No Input",10,"Not Bulk","10",0.795351133909905
"1343",0.025,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"1344",1,"Utah","West","No Input",10,"Not Bulk","10",0.795351133909905
"1345",0.4,"California","West","Heard it",5,"Not Bulk","5",1.12021881354703
"1346",1,"Wisconsin","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1347",0.45,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1348",0.8,"Texas","South","Personal",10,"Not Bulk","10",0.769748766368869
"1349",0.5,"Indiana","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"1350",0.6,"Texas","South","Heard it",5,"Bulk","5",1.03364693047331
"1351",0.04,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"1352",0.8,"Michigan","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"1353",1,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1354",0.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"1355",0.8,"Oregon","West","Personal",10,"Not Bulk","10",0.769748766368869
"1356",1,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1357",0.8,"Michigan","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1358",0.5,"Washington","West","Heard it",10,"Bulk","10",0.744725817043376
"1359",0.016,"Washington","West","Heard it",10,"Not Bulk","10",0.831297700117098
"1360",0.5,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"1361",0.5,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"1362",0.5,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"1363",0.5,"Washington","West","Heard it",10,"Bulk","10",0.744725817043376
"1364",1,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"1365",0.6,"Colorado","West","Heard it",10,"Not Bulk","10",0.831297700117098
"1366",1.5,"New York","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"1367",0.6,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"1368",1,"Pennsylvania","Northeast","Personal",10,"Bulk","10",0.683176883295147
"1369",0.3,"Missouri","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"1370",1,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1371",2,"Ohio","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"1372",0.5,"New Mexico","West","No Input",10,"Not Bulk","10",0.795351133909905
"1373",1,"Texas","South","Personal",10,"Bulk","10",0.683176883295147
"1374",1,"North Carolina","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1375",1,"Indiana","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1376",0.8,"Texas","South","Personal",10,"Bulk","10",0.683176883295147
"1377",1,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1378",0.5,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"1379",1,"Maryland","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1380",1.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1381",1.5,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"1382",0.8,"California","West","No Input",5,"Bulk","5",0.997700364266115
"1383",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"1384",0.2,"Indiana","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"1385",1,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"1386",0.8,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1387",0.8,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1388",1,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"1389",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1390",1,"New York","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"1391",1,"Maine","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"1392",0.4,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1393",0.6,"Nebraska","Midwest","No Input",10,"Bulk","10",0.708779250836183
"1394",0.6,"Nebraska","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1395",0.6,"Nebraska","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1396",0.6,"Nebraska","Midwest","Heard it",10,"Bulk","10",0.744725817043376
"1397",1,"Kentucky","South","Internet",10,"Not Bulk","10",0.711709717047208
"1398",0.5,"Missouri","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1399",0.5,"Texas","South","Heard it",10,"Bulk","10",0.744725817043376
"1400",0.5,"Texas","South","Heard it",10,"Bulk","10",0.744725817043376
"1401",1.5,"Minnesota","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"1402",0.6,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1403",0.4,"Iowa","Midwest","Personal",10,"Bulk","10",0.683176883295147
"1404",1,"Arkansas","South","Heard it",5,"Not Bulk","5",1.12021881354703
"1405",0.6,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"1406",1,"New York","Northeast","Personal",10,"Bulk","10",0.683176883295147
"1407",0.104,"Alaska","West","No Input",5,"Not Bulk","5",1.08427224733984
"1408",0.75,"Georgia","South","Personal",10,"Not Bulk","10",0.769748766368869
"1409",0.5,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"1410",0.4,"Illinois","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1411",2,"Pennsylvania","Northeast","Personal",5,"Not Bulk","5",1.0586698797988
"1412",1.5,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"1413",0.5,"Oklahoma","South","Internet",10,"Not Bulk","10",0.711709717047208
"1414",0.5,"Massachusetts","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"1415",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1416",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"1417",0.5,"Colorado","West","Internet",10,"Bulk","10",0.625137833973486
"1418",0.6,"California","West","Personal",10,"Bulk","10",0.683176883295147
"1419",1,"Rhode Island","Northeast","No Input",10,"Bulk","10",0.708779250836183
"1420",0.5,"Nevada","West","Heard it",10,"Bulk","10",0.744725817043376
"1421",1,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"1422",2,"Illinois","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"1423",0.5,"Louisiana","South","Heard it",40,"Not Bulk","40",0.689525066035405
